user_id,item_id,rating,timestamp
0,6,1.0,1383523200
0,146,1.0,1383523200
0,232,1.0,1383523200
0,364,1.0,1383523200
0,407,1.0,1383523200
0,777,1.0,1383523200
1,715,4.0,1405555200
1,648,3.0,1415750400
1,773,4.0,1420848000
1,324,3.0,1442448000
1,135,5.0,1444780800
1,645,3.0,1446076800
1,467,3.0,1447545600
1,447,4.0,1452297600
1,388,4.0,1466726400
1,268,4.0,1470787200
1,21,4.0,1472947200
1,713,4.0,1487289600
1,394,3.0,1499212800
1,25,3.0,1525478400
2,387,5.0,1411689600
2,683,5.0,1411689600
2,126,5.0,1416700800
2,692,5.0,1416700800
2,78,5.0,1419379200
3,98,4.0,1407456000
3,256,5.0,1407456000
3,398,2.0,1407456000
3,138,4.0,1430179200
4,564,4.0,1415232000
4,771,3.0,1418515200
4,263,4.0,1427760000
4,111,5.0,1443916800
4,142,3.0,1448582400
4,480,4.0,1466467200
5,89,5.0,1353369600
5,489,3.0,1376352000
5,840,4.0,1393200000
5,371,4.0,1398643200
5,663,5.0,1402358400
5,638,5.0,1406419200
5,535,5.0,1415664000
5,816,5.0,1416441600
5,557,4.0,1417478400
5,639,5.0,1445299200
6,6,4.0,1405900800
6,146,4.0,1405900800
6,232,4.0,1405900800
6,364,4.0,1405900800
6,407,4.0,1405900800
6,777,4.0,1405900800
7,745,4.0,1398729600
7,112,5.0,1400803200
7,360,5.0,1400803200
7,493,5.0,1415491200
7,381,5.0,1430179200
7,568,4.0,1434240000
7,722,4.0,1443830400
7,135,3.0,1445126400
7,726,2.0,1453334400
7,596,4.0,1456790400
7,786,5.0,1458950400
7,202,4.0,1470182400
7,355,2.0,1477526400
7,603,4.0,1478217600
7,778,5.0,1479254400
7,679,3.0,1480118400
7,167,5.0,1490572800
7,580,2.0,1490572800
7,46,5.0,1498953600
7,375,5.0,1498953600
7,394,5.0,1499126400
7,11,3.0,1499558400
7,245,5.0,1499558400
7,373,5.0,1499558400
7,620,4.0,1512864000
8,6,5.0,1487721600
8,146,5.0,1487721600
8,232,5.0,1487721600
8,364,5.0,1487721600
8,407,5.0,1487721600
8,777,5.0,1487721600
9,6,3.0,1408579200
9,146,3.0,1408579200
9,232,3.0,1408579200
9,364,3.0,1408579200
9,407,3.0,1408579200
9,777,3.0,1408579200
10,6,5.0,1444694400
10,146,5.0,1444694400
10,151,5.0,1444694400
10,232,5.0,1444694400
10,364,5.0,1444694400
10,407,5.0,1444694400
10,434,5.0,1444694400
10,777,5.0,1444694400
11,551,4.0,1415318400
11,646,4.0,1415318400
11,139,3.0,1417737600
12,88,4.0,1374969600
12,727,4.0,1443657600
12,286,5.0,1451520000
12,531,2.0,1475020800
13,96,4.0,1411257600
13,839,4.0,1445472000
13,250,4.0,1445990400
13,804,4.0,1456099200
13,326,4.0,1459641600
13,107,3.0,1468454400
13,271,4.0,1472256000
13,74,4.0,1484697600
13,123,5.0,1499212800
14,6,2.0,1371859200
14,146,2.0,1371859200
14,232,2.0,1371859200
14,364,2.0,1371859200
14,407,2.0,1371859200
14,777,2.0,1371859200
15,6,1.0,1498089600
15,146,1.0,1498089600
15,232,1.0,1498089600
15,364,1.0,1498089600
15,407,1.0,1498089600
15,777,1.0,1498089600
16,78,5.0,1525392000
16,574,5.0,1525392000
16,692,4.0,1525392000
17,6,4.0,1384819200
17,146,4.0,1384819200
17,232,4.0,1384819200
17,364,4.0,1384819200
17,407,4.0,1384819200
17,777,4.0,1384819200
18,829,4.0,1371513600
18,498,5.0,1392768000
18,640,5.0,1405123200
18,350,5.0,1445299200
18,142,5.0,1447113600
19,472,1.0,1393286400
19,112,3.0,1403049600
19,448,3.0,1403049600
19,564,3.0,1416355200
19,394,4.0,1502496000
20,228,5.0,1410566400
20,289,5.0,1420329600
20,203,5.0,1430179200
20,810,5.0,1438560000
20,201,3.0,1443571200
20,426,4.0,1458086400
20,748,5.0,1469577600
21,487,4.0,1172620800
21,60,5.0,1177459200
21,794,4.0,1398556800
21,638,5.0,1403568000
21,797,4.0,1416528000
21,773,3.0,1422057600
21,199,4.0,1424044800
21,54,3.0,1429920000
21,545,4.0,1430697600
21,381,4.0,1430784000
21,13,3.0,1435190400
21,108,5.0,1469923200
21,268,3.0,1471132800
21,818,3.0,1487116800
22,535,5.0,1417132800
22,208,5.0,1444435200
22,93,2.0,1446940800
22,418,3.0,1447459200
23,409,5.0,1445731200
23,5,5.0,1449878400
23,249,4.0,1458777600
23,297,3.0,1460764800
23,3,2.0,1467676800
23,590,5.0,1468454400
23,631,5.0,1468800000
23,603,3.0,1469145600
23,46,4.0,1502323200
23,605,3.0,1515456000
23,41,4.0,1519516800
23,458,4.0,1527379200
24,815,4.0,1415232000
24,272,5.0,1445299200
24,820,4.0,1445644800
24,265,4.0,1446336000
24,5,4.0,1448755200
24,101,3.0,1454803200
24,761,4.0,1459209600
24,767,3.0,1459728000
24,153,3.0,1461024000
24,744,4.0,1473465600
24,772,3.0,1476835200
24,119,2.0,1485561600
24,668,4.0,1489708800
24,808,4.0,1496620800
25,592,5.0,1214784000
25,149,4.0,1463788800
25,480,4.0,1464566400
25,26,5.0,1466035200
25,413,4.0,1466035200
25,517,4.0,1466035200
25,736,5.0,1471996800
25,282,5.0,1494892800
25,86,5.0,1503964800
25,129,4.0,1516060800
26,507,4.0,1392508800
26,289,5.0,1418601600
26,569,5.0,1436745600
26,425,5.0,1443312000
26,496,5.0,1451779200
26,838,5.0,1453852800
26,631,5.0,1467936000
26,287,5.0,1481587200
26,97,5.0,1482883200
26,42,5.0,1488499200
27,504,5.0,1334620800
27,71,5.0,1372032000
27,344,5.0,1446336000
27,318,5.0,1473120000
27,110,4.0,1479427200
27,441,4.0,1486339200
28,254,5.0,1508284800
28,296,5.0,1519084800
28,103,5.0,1519689600
28,455,5.0,1519689600
29,486,5.0,1367452800
29,758,5.0,1367452800
29,544,4.0,1372291200
29,446,4.0,1378339200
29,737,4.0,1397433600
30,6,5.0,1428796800
30,146,5.0,1428796800
